State,District/City,Information type,Name,Occupation,Email ID 1,Email ID 2,Phone1,Phone2,Extension,Source Link,Source,Details,Added by,Added on,Key,Sub District,Sub-Info type,Organisation
Karnataka,State,Helpline,,,,,104,,,https://www.mohfw.gov.in/pdf/coronvavirushelplinenumber.pdf,Ministry of Health - India,Helpline Numbers of States & Union Territories (UTs) by Ministry of Health (India),,,Karnataka-Helpline,,State Helpline,Karnataka State Helpline
Kerala,Alappuzha,Laboratory,"National Institute of Virology, Alappuzha",A.P. Sugunan,apsugunan@gmail.com,,9400235828,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Kerala,Allapuzzha,Laboratory,National Institute of Virology Field Unit,,,,,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Kerala,Kozhikode,Laboratory,"Government Medical College, Kozhikode",Dr. Beena Philomina J,drbeenapj@gmail.com,,9446161949,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Kerala,Kozhikode,Laboratory,Govt. Medical College,Dr. Beena Philomina J,drbeenapj@gmail.com,,9446161949,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Kerala,State,Helpline,,,,,(+91)4712552056,,,https://www.mohfw.gov.in/pdf/coronvavirushelplinenumber.pdf,Ministry of Health - India,Helpline Numbers of States & Union Territories (UTs) by Ministry of Health (India),,,Kerala-Helpline,,State Helpline,Kerala State Helpline
Kerala,Thiruvanathapuram,Laboratory,Govt. Medical College,Dr. Sarada Devi,sdevikl23@gmail.com,,9495244081,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Kerala,Thiruvanathapuram,Laboratory,Rajiv Gandhi Center for Biotechnology,,,,,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Kerala,Thiruvanathapuram,Laboratory,Sree Chitra Tirunal Institute of Medical Sciences,,,,,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Kerala,Thrissur,Laboratory,"Government Medical College, Thrissur",Dr. Beena Paul,vrdlthrissur@gmail.com,,7907261883,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Kerala,Thrissur,Laboratory,Govt. Medical College,Dr. Beena Paul,vrdlthrissur@gmail.com,,7907261883,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Kerala,Trivandrum,Laboratory,"Government Medical College, Trivandrum",Dr. Sarada Devi,sdevikl23@gmail.com,,9495244081,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Kerala-Laboratory - Government,,Laboratory,
Ladakh,Union Territory,Helpline,,,,,(+91)1982256462,,,https://www.mohfw.gov.in/pdf/coronvavirushelplinenumber.pdf,Ministry of Health - India,Helpline Numbers of States & Union Territories (UTs) by Ministry of Health (India),,,Ladakh-Helpline,,State Helpline,Ladakh State Helpline
Lakshadweep,Union Territory,Helpline,,,,,104,,,https://www.mohfw.gov.in/pdf/coronvavirushelplinenumber.pdf,Ministry of Health - India,Helpline Numbers of States & Union Territories (UTs) by Ministry of Health (India),,,Lakshadweep-Helpline,,State Helpline,Lakshadweep State Helpline
Madhya Pradesh,Bhopal,Laboratory,"AIIMS, Bhopal",Dr. Debasis Biswas,aiimsbhopalvrdl@aiimsbhopal.edu.in,debasis.microbiology@aiimsbhopal.edu.in,7747010312,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,Bhopal,Laboratory,All India Institute of Medical Sciences,Dr. Debasis Biswas,aiimsbhopalvrdl@aiimsbhopal.edu.in,debasis.microbiology@aiimsbhopal.edu.in,7747010312,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,Bhopal,Laboratory,Govt. Medical College,,,,,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,Gwalior,Laboratory,"Gajra Raja Medical College, Gwalior",Dr. Vaibhav Mishra,vmmicro@gmail.com,drvaibhavmisra74@gmail.com,9826778524,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,Indore,Laboratory,Mahatma Gandhi Memorial Medical College,,,,,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,Indore,Laboratory,"MGM Medical College, Indore",Dr. Anitha Mutha,dranitamutha@gmail.com,,9826170789,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,Jabalpur,Laboratory,"National Institute for Research in Tribal Health(NIRTH), Jabalpur",Dr. P. V. Barde,pradip_barde@hotmail.com,,7612370800,7612370818,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,Jabalpur,Laboratory,National Institute for Research on Tribal Health,Dr. P. V. Barde,pradip_barde@hotmail.com,,7612370800,7613204738,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,Rewa,Laboratory,"S.S Medical College, Rewa",Dr. Amresh Puri,dramarns@gmail.com,,9972563939,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,Sagar,Laboratory,"Bundelkhand Medical College, Sagar",Dr. Shoeb Akhtar Khan,shoebakin@yahoo.co.in,,9827047392,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Madhya Pradesh-Laboratory - Government,,Laboratory,
Madhya Pradesh,State,Helpline,,,,,104,,,https://www.mohfw.gov.in/pdf/coronvavirushelplinenumber.pdf,Ministry of Health - India,Helpline Numbers of States & Union Territories (UTs) by Ministry of Health (India),,,Madhya Pradesh-Helpline,,State Helpline,Madhya Pradesh State Helpline
Maharashtra,Akola,Laboratory,"Government Medical College and Hospital & Superspeciality Hospital, Akola",Dr.Nitin A,nitinaambhore@gmail.com,naambhore@rediffmail.com,9921414350,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Aurangabad,Laboratory,"Government Medical College, Aurangabad",Dr. Jyoti Iravane,jairavane@gmail.com,,9823233245,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Dhule,Laboratory,"Shri Bhausaheb Hire Government Medical College, Dhule",Dr. Supriya Malvi,supriya.malvi@gmail.com,,8605807795,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Mumbai,Helpline,BMC - Home Collection,Covid Home Testing service,,,2247085085,,,https://twitter.com/mybmc/status/1246262751518789633,Brihanmumbai Municipal Corporation,Covid Testing from Home. Private Labs may charge upto Rs 4500/-,Tanmay Mundra,04-04-2020,Maharashtra-Helpline,,,
Maharashtra,Mumbai,Helpline,BMC - Mental Help Expert,Mental Help Service,,,1800120820050,,,https://twitter.com/mybmc/status/1245941507980312577,Brihanmumbai Municipal Corporation,"A simple conversation can make a difference - one of which is to ensure that you don’t feel alone.
Talk to a team of mental health experts and put all your Coronavirus-related worries to rest.",Tanmay Mundra,04-04-2020,Maharashtra-Helpline,,,
Maharashtra,Mumbai,Helpline,BMC- Stranded Migrants,Stranded Migrants,,,1800221292,,,https://twitter.com/mybmc/status/1244647826920886272,Brihanmumbai Municipal Corporation,Helpline for Homeless/ Stranded Migrants/Workers Time: 9am-9pm,Tanmay Mundra,04-04-2020,Maharashtra-Helpline,,,
Maharashtra,Mumbai,Helpline,Free delivery of Medicines,,,,9992999929,,,https://twitter.com/mybmc/status/1246752770587148292/photo/1,Brihanmumbai Municipal Corporation,,Tanmay Mundra,06-04-2020,Maharashtra-Helpline,,,
Maharashtra,Mumbai,Helpline,Grocery & food for Senior Citizen,,,,9879508404,9653330712,,https://twitter.com/mybmc/status/1246752770587148292/photo/1,Brihanmumbai Municipal Corporation,Free Delivery of Grocery & Food for Senior citizens,Tanmay Mundra,06-04-2020,Maharashtra-Helpline,,,
Maharashtra,Mumbai,Laboratory,Kasturba Hospital for Infectious Diseases,Dr. Jayanthi Shastri,jsshastri@gmail.com,,9820549156,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Mumbai,Laboratory,"Kasturba Hospital for Infectious Diseases, Mumbai",Dr. Jayanthi Shastri,jsshastri@gmail.com,,9820549156,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Mumbai,Laboratory,Metropolis Healthcare Ltd Mumbai,,,,8422801801,,,https://icmr.nic.in/sites/default/files/upload_documents/Private_Lab_COVID_19_Testing_V2.pdf,ICMR,"Private Laboratories to test COVID-19 by INDIAN COUNCIL OF MEDICAL RESEARCH, DEPARTMENT OF HEALTH RESEARCH
Date: 22/03/2020",,,Maharashtra-Laboratory - Private,,Laboratory,
Maharashtra,Mumbai,Laboratory,National Institute of Virology Field Unit,,,,,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Mumbai,Laboratory,Seth GS Medical College & KEM Hospital,Dr. Nayana Ingole,nayanaingole@gmail.com,gitanataraj@gmail.com,9821471788,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Mumbai,Laboratory,"Seth GS Medical College & KEM Hospital , Mumbai",Dr. Nayana Ingole,nayanaingole@gmail.com,gitanataraj@gmail.com,9821471788,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Mumbai,Laboratory,"Sir H.N. Reliance Foundation Hospital and Research Centre, Mumbai",,,,9820043966,,,https://icmr.nic.in/sites/default/files/upload_documents/Private_Lab_COVID_19_Testing_V2.pdf,ICMR,"Private Laboratories to test COVID-19 by INDIAN COUNCIL OF MEDICAL RESEARCH, DEPARTMENT OF HEALTH RESEARCH
Date: 22/03/2020",,,Maharashtra-Laboratory - Private,,Laboratory,
Maharashtra,Mumbai,Laboratory,Suburban Diagnostics Mumbai,,,,2261700019,,,https://icmr.nic.in/sites/default/files/upload_documents/Private_Lab_COVID_19_Testing_V2.pdf,ICMR,"Private Laboratories to test COVID-19 by INDIAN COUNCIL OF MEDICAL RESEARCH, DEPARTMENT OF HEALTH RESEARCH
Date: 22/03/2020",,,Maharashtra-Laboratory - Private,,Laboratory,
Maharashtra,Mumbai,Laboratory,Thyrocare Mumbai,,,,9702466333,,,https://icmr.nic.in/sites/default/files/upload_documents/Private_Lab_COVID_19_Testing_V2.pdf,ICMR,"Private Laboratories to test COVID-19 by INDIAN COUNCIL OF MEDICAL RESEARCH, DEPARTMENT OF HEALTH RESEARCH
Date: 22/03/2020",,,Maharashtra-Laboratory - Private,,Laboratory,
Maharashtra,Nagpur,Laboratory,"Government Medical college, Nagpur",Dr. Sandeep. V. Kokate,drsandeepkokate@gmail.com,,9833216792,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Nagpur,Laboratory,"Indira Gandhi Government Medical College, Nagpur",Dr. Sharmila Raut,sharmilakuber@gmail.com,vrdliggmcnagpur@gmail.com,7721910747,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Nagpur,Laboratory,Indira Gandhi Govt. Medical College,Dr. Sharmila Raut,vrdliggmcnagpur@gmail.com,sharmilakuber@gmail.com,7721910747,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Pune,Helpline,District Helpline Number for Covid19,,,,18002334130,,,http://punezp.mkcl.org/covid-19,Pune District Council,,Tanmay Mundra,04-04-2020,Maharashtra-Helpline,,,
Maharashtra,Pune,Laboratory,Armed Forces Medical College,,,,,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Pune,Laboratory,BJ Medical College,,,,,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Pune,Laboratory,National Institute of Virology,,,,,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Sangli,Laboratory,"Government Medical College, Miraj, Sangli",Dr.Vanita Kulkarni,vanitak24@yahoo.com,gmcmirajmicro@gmail.com,9881861154,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,Solapur,Laboratory,"V. M. Government Meical College, Solapur",Dr. Nasira Sheik,vmgmcmicro@gmail.com,,9422653930,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Maharashtra-Laboratory - Government,,Laboratory,
Maharashtra,State,Helpline,,,ssumaharashtra@gmail.com,,202026127394,,,https://www.mohfw.gov.in/pdf/coronvavirushelplinenumber.pdf,Ministry of Health - India,Helpline Numbers of States & Union Territories (UTs) by Ministry of Health (India),,,Maharashtra-Helpline,,State Helpline,Maharashtra State Helpline
Maharashtra,Thane,Doctor,Dr Ameet Pradhan,ENT,,,9820417569,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Amruta Durge,Paediatrician,,,9619900693,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Anand Bhave,Consultant Physician (MD Medicine),,,9821009471,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Anjali Deshpande,Psychiatrist,,,9967065121,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Datta Panandikar,Gynecologist,,,9821126584,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Dinesh Patil,General Physcian,,,9920905277,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Firdos Johar,Gynecologist,,,9699420830,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Grivita Raikar,Paediatrician,,,9892509853,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Kamal Ghanshamani,ENT,,,9820198938,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Kamal Pradhan,General Physcian,,,9892194493,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Kashish Panjwani,Paediatrician,,,9820383420,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr KP Bhagat,Surgeon,,,8369762030,7208144141,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Kritika Doshi,Pain Management,,,9820248846,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Lala Ghanshamani,Opthal,,,9820012496,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Makarand Joshi,Paediatrician,,,9821129280,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Manish Doshi,Paediatrician,,,9821092367,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Manjushree Blrla,Sonologist & Radiologist,,,9930140355,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Mehak Advanl,Consultant Physician (MD Medicine),,,9833399598,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Nltin Mane,General Physcian,,,9820069331,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Parminder Kalsi,General Physcian,,,9892825960,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Pravina Savla,Gynecologist,,,9818288765,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Pushpa Mahadlk,Paediatrician,,,9867553906,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Renuka Parmar,General Physcian,,,7400211850,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr S. V. Dixit,General Physcian,,,9867459292,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Sameer Deshpande,Diabetologist,,,9870510200,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Sameer Khot,General Physcian,,,9920972893,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Sameer S Gholap,General Physcian,,,9820304881,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Santosh Dethe,Paediatrician,,,7045768999,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Santosh Wagh,Paediatrician,,,9967363306,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Shashikant Shinde,General Physcian,,,9324671754,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Shlvani Thakur,Paediatrician,,,9819926835,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Shripad Bodas,GI Surgeon,,,9820448141,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Sneha Kokate,Paediatrician,,,9820592172,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Sonal Bangde,Covid Testing,,,9820034009,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Sudhir Sane,Paediatrician,,,981056673,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Suparna Nirgudkar,Consultant Physician (MD Medicine),,,9820184300,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Swati Thanawala,Opthal,,,9987070120,9821009471,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Tejas Thorat,General Physcian,,,9930588924,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr V. S. Namdas,General Physcian,,,9819958734,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Vikram Bhagwat,Surgeon,,,9833444071,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Vinod Jagtap,General Physcian,,,7775081100,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr Vlvek Birla,Urologist,,,9322233605,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
Maharashtra,Thane,Doctor,Dr. Ajay Singh,General Physcian,,,9820427728,,,https://twitter.com/TMCaTweetAway/status/1244508789732044800?s=19,Thane Municipal Corporation,Doctors available for query regarding Covid 19 in Thane City,Tanmay Mundra,01-04-2020,Maharashtra-Doctor,,,
